rank,score,super_aggressive_priority,super_aggressive_recommendation,match_category,tracker_status,job_title,company_name,location,job_link,source,source_url,date_posted,date_collected,salary_min,salary_max,industry,work_arrangement,parsing_confidence,match_reasons,gaps,missing_skills,red_flags,cv_tailoring_notes,job_description,requirements,responsibilities,raw_text,data_origin,duplicate_group_key,apply_notes
58,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Transportasi Jakarta (Transjakarta),PT Transportasi,Jakarta,https://www.disnakerja.com/pt-transportasi-jakarta-transjakarta/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Transportasi Jakarta (Transjakarta) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage K...,,,,merged_duplicate,https://www.disnakerja.com/pt-transportasi-jakarta-transjakarta/,Review quickly before applying.
59,30,Priority 4 - Review Quickly,Review,Not Recommended,,Lowongan kerja PT Wasco Engineering Indonesia,PT Wasco,Jakarta,https://www.gokerja.id/lowongan-kerja-pt-wasco-engineering-indonesia/,Gokerja - Homepage,,,,,,,,90.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.gokerja.id/lowongan-kerja-pt-wasco-engineering-indonesia/,Review quickly before applying.
60,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Adaro Andalan Indonesia Tbk,PT Adaro,,https://www.disnakerja.com/pt-adaro-andalan-indonesia-tbk/,Disnakerja - Management Trainee Page 2,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Adaro Andalan Indonesia Tbk – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori ...,,,,merged_duplicate,https://www.disnakerja.com/pt-adaro-andalan-indonesia-tbk/,Review quickly before applying.
61,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Adhimix Precast Indonesia,PT Adhimix,,https://www.disnakerja.com/lowongan-kerja-pt-adhimix-precast-indonesia/,Disnakerja - Jobs,,,,,,,,75.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-adhimix-precast-indonesia/,Review quickly before applying.
62,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Bakrie Renewable Chemicals,PT Bakrie,Jakarta,https://www.disnakerja.com/pt-bakrie-renewable-chemicals/,Disnakerja - Management Trainee Page 2,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Bakrie Renewable Chemicals – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori F...,,,,merged_duplicate,https://www.disnakerja.com/pt-bakrie-renewable-chemicals/,Review quickly before applying.
63,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Baratama Putra Perkasa,PT Baratama,,https://www.disnakerja.com/pt-baratama-putra-perkasa/,Disnakerja - Management Trainee,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Baratama Putra Perkasa – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori Fresh...,,,,merged_duplicate,https://www.disnakerja.com/pt-baratama-putra-perkasa/,Review quickly before applying.
64,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Cobra Dental Indonesia,PT Cobra,,https://www.disnakerja.com/lowongan-kerja-pt-cobra-dental-indonesia/,Disnakerja - Management Trainee Page 2,,,,,,,,75.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-cobra-dental-indonesia/,Review quickly before applying.
65,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Indoprima Gemilang,PT Indoprima,Surabaya,https://www.disnakerja.com/pt-indoprima-gemilang/,Disnakerja - Management Trainee Page 2,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Indoprima Gemilang – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan Ekonomi da...,,,,merged_duplicate,https://www.disnakerja.com/pt-indoprima-gemilang/,Review quickly before applying.
66,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Mandiri Sekuritas,PT Mandiri,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-mandiri-sekuritas/,Disnakerja - Management Trainee,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Mandiri Sekuritas – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori BUMN PT Ma...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-mandiri-sekuritas/,Review quickly before applying.
67,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Mulia Sawit Agro Lestari (MSAL Group),PT Mulia,,https://www.disnakerja.com/lowongan-kerja-pt-mulia-sawit-agro-lestari-msal-group/,Disnakerja - Management Trainee Page 2,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Mulia Sawit Agro Lestari (MSAL Group) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-mulia-sawit-agro-lestari-msal-group/,Review quickly before applying.
68,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Padasa Enam Utama (Pancadaya Perkasa Group),PT Padasa,,https://www.disnakerja.com/pt-padasa-enam-utama-pancadaya-perkasa-group/,Disnakerja - Jobs,,,,,,,,75.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.disnakerja.com/pt-padasa-enam-utama-pancadaya-perkasa-group/,Review quickly before applying.
69,30,Priority 4 - Review Quickly,Review,Not Recommended,,Kiat Ananda Group (KAG),PT Surya,,https://www.disnakerja.com/kiat-ananda-group-kag/,Disnakerja - Management Trainee Page 2,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,Kiat Ananda Group (KAG) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori Fresh G...,,,,merged_duplicate,https://www.disnakerja.com/kiat-ananda-group-kag/,Review quickly before applying.
70,30,Priority 4 - Review Quickly,Review,Not Recommended,,Category:Fresh Graduate,PT Surya,Jakarta,https://www.disnakerja.com/kategori/fresh-graduate/,Disnakerja - Jobs,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,Fresh Graduate – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk BUMN PT Mandiri Sekuritas PT LPP A...,,,,merged_duplicate,https://www.disnakerja.com/kategori/fresh-graduate/,Review quickly before applying.
71,30,Priority 4 - Review Quickly,Review,Not Recommended,,Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026,PT Surya,,https://www.disnakerja.com/seleksi-terbuka-penerimaan-pegawai-mitra-rumah-sakit-nasional-diponegoro-tahun-2025/,Disnakerja - Jobs,,,,,,,,75.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.disnakerja.com/seleksi-terbuka-penerimaan-pegawai-mitra-rumah-sakit-nasional-diponegoro-tahun-2025/,Review quickly before applying.
72,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT VKTR Sakti Industries,PT Surya,,https://www.disnakerja.com/pt-vktr-sakti-industries/,Disnakerja - Jobs,,,,,,,,75.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.disnakerja.com/pt-vktr-sakti-industries/,Review quickly before applying.
73,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Unilever Indonesia Tbk,PT Unilever,,https://www.disnakerja.com/lowongan-kerja-pt-unilever-indonesia-tbk/,Disnakerja - Management Trainee,,,,,,,,75.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Unilever Indonesia Tbk – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan Ekonom...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-unilever-indonesia-tbk/,Review quickly before applying.
74,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Salam Pacific Indonesia Lines,PT Salam,,https://www.disnakerja.com/lowongan-kerja-pt-salam-pacific-indonesia-lines/,Disnakerja - Management Trainee,,,,,,,,60.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Salam Pacific Indonesia Lines – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategor...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-salam-pacific-indonesia-lines/,Review quickly before applying.
75,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Tempopress International Delivery,PT Tempopress,,https://www.disnakerja.com/pt-tempopress-international-delivery/,Disnakerja - Management Trainee Page 2,,,,,,,,60.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Tempopress International Delivery – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kat...,,,,merged_duplicate,https://www.disnakerja.com/pt-tempopress-international-delivery/,Review quickly before applying.
76,20,Priority 5 - Last Option,Skip Last,Not Recommended,,Planter Development Program (PDP) Batch XXII – PT Astra Agro Lestari Tbk,PT Astra,Jakarta,https://lokerbumn.com/lowongan-kerja-dari-pt-astra-agro-lestari-tbk/18/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Planter Development Program (PDP) Batch XXII - PT Astra Agro Lestari Tbk - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANA...",,,,merged_duplicate,https://lokerbumn.com/lowongan-kerja-dari-pt-astra-agro-lestari-tbk/18/2026/,Last option only.
77,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Bank Central Asia Tbk,PT Bank,Jakarta,https://lokerbumn.com/info-lowongan-kerja-terbaru-dari-pt-bank-central-asia-tbk/21/2026/,LokerBumn - Fresh Graduate,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Bank Central Asia Tbk - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE MAGANG PERTAMBANGA...",,,,merged_duplicate,https://lokerbumn.com/info-lowongan-kerja-terbaru-dari-pt-bank-central-asia-tbk/21/2026/,Last option only.
78,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Bridgestone Tire Indonesia,PT Bridgestone,Jakarta,https://lokerbumn.com/lowongan-pekerjaan-pt-bridgestone-tire-indonesia-terbaru/20/2025/,LokerBumn - Officer Development Program,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Bridgestone Tire Indonesia - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE MAGANG PERTAM...",,,,merged_duplicate,https://lokerbumn.com/lowongan-pekerjaan-pt-bridgestone-tire-indonesia-terbaru/20/2025/,Last option only.
79,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Cisarua Mountain Dairy Tbk,PT Cisarua,Jakarta,https://lokerbumn.com/lowongan-terbaru-pt-cisarua-mountain-dairy-tbk-new/19/2025/,LokerBumn - Officer Development Program,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Cisarua Mountain Dairy Tbk - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE MAGANG PERTAM...",,,,merged_duplicate,https://lokerbumn.com/lowongan-terbaru-pt-cisarua-mountain-dairy-tbk-new/19/2025/,Last option only.
80,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Garena Indonesia,PT Garena,Jakarta,https://lokerbumn.com/info-rekrutmen-pt-garena-indonesia/19/2025/,LokerBumn - Officer Development Program,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Garena Indonesia - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE MAGANG PERTAMBANGAN ODP...",,,,merged_duplicate,https://lokerbumn.com/info-rekrutmen-pt-garena-indonesia/19/2025/,Last option only.
81,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Hexpharm Jaya Laboratories (A Kalbe Company),PT Hexpharm,Jakarta,https://lokerbumn.com/pt-hexpharm-jaya-laboratories-a-kalbe-company/19/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Hexpharm Jaya Laboratories (A Kalbe Company) - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRAD...",,,,merged_duplicate,https://lokerbumn.com/pt-hexpharm-jaya-laboratories-a-kalbe-company/19/2026/,Last option only.
82,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Indomarco Prismatama (Indomaret Group),PT Indomarco,Jakarta,https://lokerbumn.com/rekrutmen-di-pt-indomarco-prismatama-indomaret-group/08/2025/,LokerBumn - Officer Development Program,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Indomarco Prismatama (Indomaret Group) - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE M...",,,,merged_duplicate,https://lokerbumn.com/rekrutmen-di-pt-indomarco-prismatama-indomaret-group/08/2025/,Last option only.
83,20,Priority 5 - Last Option,Skip Last,Not Recommended,,PT Kalbe Farma Tbk,PT Kalbe,Jakarta,https://lokerbumn.com/info-rekrutmen-pt-kalbe-farma-tbk/22/2025/,LokerBumn - Officer Development Program,,,,,,,,90.0,Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Kalbe Farma Tbk - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE MAGANG PERTAMBANGAN ODP ...",,,,merged_duplicate,https://lokerbumn.com/info-rekrutmen-pt-kalbe-farma-tbk/22/2025/,Last option only.
